ID,Year,Month,Stage,ProjectNumber,Lead,ShortTitle,Programme,Funder,TotalBudget,StaffTime 
6265,2010,9,D,01115.00.D,JS,ACE biomass,D2,"Leeds University, de Montfort University",0,0
6266,2010,9,D,01118.00.D,MW,Conservation in the Russian Arctic,D4,,0,0
6267,2010,9,D,01120.00.D,JS,Peer Review Consultation & Network,D8,CCI,0,0
6268,2010,9,D,01126.00.D,LW,GMDP Mangroves,H1,,0,0
6269,2010,9,D,2178,MW,Drylands Watch,D4,UNCCD,59000,44250
6270,2010,9,D,2351,JDH,Biodiversity Yearbook,A6,"UNEP PCMU, UNEP DEWA",186241.2397,139680.9297
6271,2010,9,D,2391,LW,Seagrass Database,C2,University of New Hampshire,10000,7500
6272,2010,9,D,2529,MA,Satellite Imagery,C2,"WRI, National Geographic",0,0
6273,2010,9,D,2536,JDH,Scholarship scheme for UNEP-WCMC,A1,,0,0
6274,2010,9,D,2600,CDB,"Planning for Climate Change: The effects of climate change on protected area coverage of forest ecosystems
",D5,,34324,34324
6275,2010,9,D,2627,JMH,Reconciling KBAs & HVCFs & Gap Analysis,A1,Various inc TNC & CI,200000,200000
6276,2010,9,D,2660,MW,Methods for quantifying the level of threat of ecosystems,D4,,0,0
6277,2010,9,D,2661,CB,Mapping ecosystem services,D4,,0,0
6278,2010,9,D,2664,CDB,Methodologies and Tools for assessing the social impacts of protected areas,D5,GEF,0,0
6279,2010,9,D,2665,CDB,Extending the Protecting Carbon concept note for German Govt,D5,German Government,0,0
6280,2010,9,D,2672,CC,Measuring socio-economic indicators and impacts of marine protected areas,D5,University of Washington and FAO,0,0
6281,2010,9,D,2685,MW,Mapping the economic value of protected area tourism,D4,,0,0
6282,2010,9,D,2698,CM,ARCGIS Marine Emergency Demonstrator,C2,,0,0
6283,2010,9,D,2699,CC,Wet List,D5,IUCN,0,0
6284,2010,9,D,2706,CDB,Production of updated Global Forest Map,D5,,0,0
6285,2010,9,D,2707,CDB,Protected Areas and deforestation,D5,,0,0
6286,2010,9,D,2708,CDB,Protection of forest in Global Priority Areas,D5,,0,0
6287,2010,9,D,2709,CDB,Identifying Gold Standards for Carbon Protection,D5,,0,0
6288,2010,9,D,2713,CDB,Capacity development for regional biodiversity networks,D5,,0,0
6289,2010,9,D,2714,CDB,Systems level PA reporting tools,D5,,0,0
6290,2010,9,D,2715,CDB,Middle Eastern/North African Pas,D5,,0,0
6291,2010,9,D,2716,CDB,Ecosystem services associated with PAs,D5,,0,0
6292,2010,9,D,2717,CDB,Strengthening POWPA reporting,D5,,0,0
6293,2010,9,D,2722,GF,Interface to support CITES national reporting,D3,,0,0
6294,2010,9,D,2730,GF,Links to EC veterinary data,D3,EC,0,0
6295,2010,9,D,2732,CDB,Protected Areas and Climate Change,D5,,0,0
6296,2010,9,D,2740,CDB,Protected Areas Programme Website,D5,CBD Secretariat,35000,31500
6297,2010,9,D,2753,JMH,GEO-BON,A1,Diversitas,32560.1788,0
6298,2010,9,D,2768,CC,Integrating protected areas into wider land and seascapes,D5,,50000,0
6299,2010,9,D,4009,CC,Global review of marine protected areas of international significance,D5,"French MPA Agency, French Ministry of Environment",300000,0
6300,2010,9,D,4016,AC,Protected Areas Assessment and Monitoring (PAAM) tool,C2,"RSPB, Birdlife, JRC, NASA, Kings College",0,0
6301,2010,9,D,4027,GF,CMS Party Reports 2011,D3,CMS Secretariat,20634.70162,20634.70162
6302,2010,9,D,4035,DSS,Post-2010 BIP,D4,,0,0
6303,2010,9,F,01078.00.D,TY,CSI: Illegal Trade,H1,US DOS,128938.308,2
6304,2010,9,F,1066,NB,Salt marsh Data Layer,H1,RAMSAR,0,0
6305,2010,9,F,01113.00.D,LM,ICI REDD Scenarios,D2,BMU via IISA,662191.0744,595971.9669
6306,2010,9,F,4022,BD,Biofuel Gateway,D2,WWF Germany,30000,25000
6307,2010,9,F,01089.00.D,BD,Biofuels,D2,UNEP DTIE,25000,23000
6308,2010,9,F,2700,NB,Millennium Coral Dataset,H1,NASA,0,0
6309,2010,10,1,01117.00.D,PB,Kailash Sacred Landscape Conservation Initiative,D4,GTZ/UNEP,35839.3,22606
6310,2010,10,1,04035.03.E,MBH,A-Z guidance to business,D6,EBRD,5000,5000
6311,2010,10,1,06035.01.E,HG,Arcus Apes Mapper,D3,Ileros (3W),61990.52,61990.52
6312,2010,10,1,06040.00.E,JPWS,Agriculture Policy,D8,University of Cambridge,5245,5245
6313,2010,10,1,06041.00.E,HG,CITES Checklist 2010,D3,CITES Secretariat,40674.84,40674.84
6314,2010,10,1,06043.00.E,NB,ITMEMS4,H1,MEEDDM,26194.23,0
6315,2010,10,1,06044.00.E,MBH,Review of BAT,D6,FFI,1731,1731
6316,2010,10,LIA,2650.04.E,LM,UN-REDD Phase II,D2,UN-REDD,344714,256131
6317,2010,10,LIA,6026,CC,ICCA Registry phase 2,D5,UNDP & GEF,59245.40069,59245.40069
6318,2010,10,LIA,2752,CDB,West Africa full-size GEF,D5,UNEP GEF,2494543.187,873090.1154
6319,2010,10,A,01048.00.D,JDH,UNEP Challenge Fund 2010,A6,UNEP,124727.1593,103939.2994
6320,2010,10,A,1059,MBH,Extractive workshop for the Andes and Amazon region,D6,Moore Foundation,31181.78983,15590.89492
6321,2010,10,A,1061,MBH,IBAT,D6,MacArthur Foundation,311817.8983,71718.11662
6322,2010,10,A,01068.00.D,MBH,Standards,D6,EIB and EBRD,15000,15000
6323,2010,10,A,01079.00.D,NB,Guidance for Integrating Social-ecological Resilience Metrics,H1,UNDP,31181.78983,21827.25288
6324,2010,10,A,01081.00.D,THJ,Chevening 2011 (SALTERS),A1,Salters,9000,0
6325,2010,10,A,01086.00.D,JS,Testing a novel method for integrating research,D8,ESRC via Cambridge University,5245,5210
6326,2010,10,A,01111.00.D,LM,World Forest Observatory,D2,Sloan Foundation,9354.53695,8606.173994
6327,2010,10,A,01105.00.D,LW,Nereus Project,H1,Nippon Foundation and UBC,873090.1154,134705.3321
6328,2010,10,A,01132.00.D,MBH,Coastal sensitivity analysis for BP (Phase 1),D6,BP,13650,13650
6329,2010,10,A,01133.00.D,PH,KNOSSOS,A6,EC FP7 via UNEP,7787.16,7787.16
6330,2010,10,A,01136.00.D,MBH,Coastal sensitivity analysis for BP (Phase 2),D6,BP,73045,47479.25
6331,2010,10,A,01135.00.D,MBH,IHS 2010 - 2012,D6,I.H.S,250000,250000
6332,2010,10,A,01140.00.D,HP,Moving towards a TEEB for Business Brazil Study,D5,Defra,35970,10461
6333,2010,10,A,01145.00.D,JJ,On-demand technical support to PEI countries,D4,PEI,5000,5000
6334,2010,10,A,01147.00.D,JJ,EMG 2011 work plan support,D4,EMG Secretariat,77954.47459,35079.51356
6335,2010,10,A,01152.00.D,NB,Global Islands Phase 2,H1,Italian Govt,43026.17373,21513.08686
6336,2010,10,A,01159.00.D,CB,ProEcoServ Implementation,D4,UNEP DEPI,0,0
6337,2010,10,A,01166.00.D,MBH,BP Briefing note on Marine Environment,D6,BP,7514,7514
6338,2010,10,A,4051,CB,ECOsystem services of FRESHwater systems (ECOFRESH),D4,Belgium Science Policy,10610.25444,12239
6339,2010,10,A,4063,CB,SGA Capacity Building proposal to the EC ENRTP,D4,UNEP (EC ENRTP),466116.882,50000
6340,2010,10,A,6037,MBH,Proteus,D6,Statoil,149672.5912,127221.7025
6341,2010,10,A,6037,MBH,Proteus,D6,Premier Oil,4000,3400
6342,2010,10,A,6037,MBH,Proteus,D6,Petrobras,93545.3695,79513.56408
6343,2010,10,B,01007.01.D,ND,Rapid Environment & Climate Change Assessment for Saudi Arabia,D2,Saudi Government,100000,40000
6344,2010,10,B,01024.00.D,BB,PAME in Africa,D5,German Government,100394.4054,14342.05791
6345,2010,10,B,01025.00.D,BB,World Heritage Gaps in Africa,D5,IUCN,6504,6120
6346,2010,10,B,01027.00.D,BB,Wilderness Mapping in Europe,D5,European Commission (Directorate General Environment),14342.05791,14342.05791
6347,2010,10,B,1032,BD,EU Deforestation Impacts,D2,EC,97039,95539
6348,2010,10,B,01038.00.D,CB,Strengthening the capacity of the Central Asian region,D4,UNEP / UNDA,405363.2679,100000
6349,2010,10,B,01042.00.D,PB,Capacity building in Latin America,D4,UNEP / UNDA,375428.7496,112254.4434
6350,2010,10,B,1043,MBH,Mining / Biodiversity Mapping Overlap,D6,I.H.S.,187090.739,93545.3695
6351,2010,10,B,01048.01.D,JDH,UNEP Challenge Fund 2011,A6,UNEP,187090.739,155908.9492
6352,2010,10,B,1049,JDH,UNEP MEA Support 2010,A6,UNEP,155908.9492,129924.1243
6353,2010,10,B,1050,JDH,UNEP MEA Support 2011,A6,UNEP,155908.9492,129924.1243
6354,2010,10,B,1057,JJ,UNCCD impact / PRAIS 2,D4,UNEP DGEF,4365450.577,524801.372
6355,2010,10,B,1060,MBH,Sensitivity mapping in West Africa,D6,IMO/IPIECA ,38382,38382
6356,2010,10,B,01064.00.D,CMC,Strategic review of fish species,D3,JNCC,29566,29486
6357,2010,10,B,1077,CB,GEO-5 support to UNEP,D4,UNEP,30864,30864
6358,2010,10,B,01080.00.D,NB,Managing for Resilience _ Mauritius,H1,UNDP,124727.1593,129833
6359,2010,10,B,01085.00.D,CB,Biodiversity Ecosystem Functioning,D4,UNEP,1870907.39,305581.5404
6360,2010,10,B,01087.00.D,JS,Biodiversity Modelling with Imperial College,D8,NERC with Imperial College,1229507,25220
6361,2010,10,B,01090.00.D,BD,Lifeweb,D2,Lifeweb Initiative,25000,17000
6362,2010,10,B,01095.00.D,BD,Global atlas of carbon storage Phase II,D2,BMU,300000,230000
6363,2010,10,B,01100.00.D,LM,REDD Partnership VRD,D2,UNEP DEPI,124727.1593,112254.4434
6364,2010,10,B,01104.00.D,JJ,UNCCD Impact Indicators,D4,EC,71710.28954,18644.67528
6365,2010,10,B,01106.00.D,LW,TWAP,H1,GEF FSP,187090.739,149672.5912
6366,2010,10,B,01110.00.D,LM,Indonesia REDD,D2,UNEP ROAP,74836.2956,56127.2217
6367,2010,10,B,01113.00.D,LM,ICI REDD Scenarios,D2,BMU via IISA,508798.11,442654.3557
6368,2010,10,B,01119.00.D,LW,EU WISE Marine,H1,EC,21513.08686,21513.08686
6369,2010,10,B,01123.00.D,CM,Building stronger links between (Namibia) national and global biodiversity conservation information systems,D5,JRS BIODIVERSITY FOUNDATION,119738.073,47895.22919
6370,2010,10,B,01124.00.D,JR,Increasing access to significant archives of documents and publications on the worlds threatened species and protected areas,C4,JRS BIODIVERSITY FOUNDATION,100000,45000
6371,2010,10,B,01129.00.D,VK,EC biofuel voluntary schemes,D2,EC subcontract,43026.17373,43026.17373
6372,2010,10,B,01138.00.D,TY,Blue Forest Targetted Research ,H1,GEF,93545.3695,93545.3695
6373,2010,10,B,01141.00.D,BB,IUCN World Heritage Gap Analysis,D5,IUCN,22300,22300
6374,2010,10,B,01143.00.D,CB,Green Infrastructure Implementation and Efficiency,D4,EU,206188.42,159312.69
6375,2010,10,B,01144.00.D,IL,CaspEco Capacity Building,C2,CaspEco UNDP,6434.67415,4981.602744
6376,2010,10,B,01153.00.D,NB,MPA EU Overseas,H1,IUCN,35855.14477,17927.57239
6377,2010,10,B,01034.00.D,NB,Invasive Alien Species Mapping Tool,H1,JRS BIODIVERSITY FOUNDATION,93545.3695,37418.1478
6378,2010,10,B,01161.00.D,NB,Downscaling Global Climate Change Models,H1,JRS BIODIVERSITY FOUNDATION,81072.65357,37418.1478
6379,2010,10,B,01162.00.D,MBH,Support for an Environmental and Social Assessment,D6,Nippon Koei,43478,43478
6380,2010,10,B,01163.00.D,MBH,Environmental and Social Assessment Asia,D6,Nippon Koei,74510,74510
6381,2010,10,B,01170.00.D,JR,Increasing access to significant document collections on the world's protected areas,C4,Esmee Fairbairn Foundation,82320,28380
6382,2010,10,B,01167.00.D,CDB,Protected Planet Report,D5,Japan MoE and WWF International,467726.8475,350795.1356
6383,2010,10,B,01168.00.D,CDB,Internationalisation of Protected Areas,D5,Ministry for the Environment (Brazilian Government),62363.57967,24945.43187
6384,2010,10,B,01169.00.D,CM,Protected Planet iPhone App,D5,IUCN GPAP,31181.78983,9354.53695
6385,2010,10,B,2386,GF,CITES Global Overview 2010,D3,CITES,171499.8441,154349.8597
6386,2010,10,B,2490C,GF,CITES Support 2011,D3,CITES,63417,63417
6387,2010,10,B,2793,BD,Tanzania REDD,D2,UN REDD,249454.3187,62363.57967
6388,2010,10,B,4026,GF,EU Wildlife Support 2011-2013,D3,EU,968088.9088,860523.4745
6389,2010,10,B,4044,MBH,Biodiversity offsets Whitepaper,D6,IDB (InterAmerican Development Bank),12472.71593,12472.71593
6390,2010,10,B,4069,CDB,UNEP Ecological Corridoors,D5,UNEP,2508512.629,480199.5635
6391,2010,10,B,,MBH,Corporate data partners,D6,"Alcatel-Lucent, SNS, etc",30000,30000
6392,2010,10,C,01004.01.D,JS,EU Cost Action,D8,EU,358551.4477,0
6393,2010,10,C,01028.00.D,LW,Global Marine Data Partnership,H1,,3000000,1000000
6394,2010,10,C,01033.00.D,LW,Biodiversity Broker - capacity building,H1,Unilever ,0,0
6395,2010,10,C,01037.00.D,DSS,Capacity building ASEAN region,D4,UNEP / UNDA,391643.2803,121164
6396,2010,10,C,1051,JJ,Improving connections between research and policy,D4,,250000,80000
6397,2010,10,C,01052.00.D,LM,ESPA spatial analysis and forest ES,D2,,0,0
6398,2010,10,C,1055,CC,ICCAs and Human Adaptation to Biodiversity Change,D5,NERC,50000,0
6399,2010,10,C,1058,CB,"Regional hubs and champions for ecosystem assessment practitioners
",D4,UNEP GEF and EC through 4064,623635.7967,124727.1593
6400,2010,10,C,01082.00.D,CM,UN List 2012,D5,A UN Agency,1028999.065,607807.2965
6401,2010,10,C,1094,CC,ICCAs and REDD,D5,"UNDP, UNEP, others TBD",120000,85000
6402,2010,10,C,01102.00.D,LW,GOBI,H1,"GEF, Defra",0,0
6403,2010,10,C,01134.00.D,MBH,Biodiversity and Extractives,D6,GEF,3741814.78,0
6404,2010,10,C,01108.00.D,CC,"Pacific 2020, ocean basin connectivity and protection",D5,Okeanos Foundation,71710.28954,50197.20268
6405,2010,10,C,01112.00.D,AR,Adopting an ecosystem approach: improving integration of approaches to agriculture and biodiversity,D7,CBD Secretariat,12472.71593,10975.99002
6406,2010,10,C,01116.00.D,AR,Agriculture and Interactive maps,D7,,0,0
6407,2010,10,C,01121.00.D,CC,Supporting the Satoyama Initiative Partnership through Knowledge Management and Analysis,D5,Japan Government/UNU-IAS,187090.739,130963.5173
6408,2010,10,C,01125.00.D,CC,ICCAs and the GTZ,D5,GTZ,60000,42000
6409,2010,10,C,01128.00.D,CB,Traditional Knowledge Frameworks,D4,,120500,83500
6410,2010,10,C,01130.00.D,MBH,New database on National Biodiversity Priorities,D6,,0,0
6411,2010,10,C,01131.00.D,MW,CBD pre-AHTEG indicator expert meeting,D4,,59245.40069,9354.53695
6412,2010,10,C,01139.00.D,NB,ESPA Mechanisms for Ecosystem Service Provision,H1,NERC,200000,150000
6413,2010,10,C,01142.00.D,ND,REDD DRC,D2,DRC,70000,55000
6414,2010,10,C,01146.00.D,JJ,Community-based ecosystem assessment: Piloting appropriate approaches with Equator Initiative communities,D4,"mainly bilateral agencies, but also co-financing and in-kind support from UNDP, SGP offices, communities, etc",155908.9492,31181.78983
6415,2010,10,C,01149.00.D,AR,Biodiversity and Food Models,D7,,236445,0
6416,2010,10,C,01150.00.D,TT,EFBIOMS Ecological Footprint & Biodiversity,D4,EC FP7,0,0
6417,2010,10,C,01151.00.D,BD,REDD Cambodia,D2,,31181.78983,24945.43187
6418,2010,10,C,01154.00.D,CDB,"Monitoring and Reporting Progress towards the
CBDÕs Post-2010 Protected Area Targets
",D5,"Alliance for Zero Extinction, BirdLife International, Conservation International, IUCN WCPA, WWF and others",467726.8475,0
6419,2010,10,C,01165.00.D,LM,WorldForest full implementation,D2,Sloan Foundation and others,302463.3614,0
6420,2010,10,C,2037B,CB,FRIS - Stage 3,D4,,0,0
6421,2010,10,C,02490.04.D,GF,CITES Support 2012,D3,CITES Secretariat,0,0
6422,2010,10,C,2601,CDB,"Transboundary Conservation Governance:
Tools for Strengthening Global Co-operation
",D5,,61500,42500
6423,2010,10,C,2668,CDB,Protecting Carbon,D5,WWF International Forest Programme,0,0
6424,2010,10,C,2671,CC,Incorporating Marine Protected Area Management Effectiveness into the Global Study,D5,University of Queensland,0,0
6425,2010,10,C,2674,CC,Analysis of marine protected areas and marine biodiversity,D5,"OBIS, EC, Proteus",0,0
6426,2010,10,C,2728,GF,CITES regional analyses ASEAN,D3,,0,0
6427,2010,10,C,2731,IL,CILCA - Agrocertification,C2,,0,0
6428,2010,10,C,2744,MW,UNEP Biodiversity and Livelihoods Umbrella,D4,UNEP DEWA,0,0
6429,2010,10,C,2774,CC,"Understanding the conservation role, extent, and impact of Private Protected Areas",D5,"The Nature Conservancy, the IUCN World Commission on Protected Areas, Fundaci—n Ambiente y Recursos Naturales, IIED, DFID, the GEF",165263.4861,0
6430,2010,10,C,4004.01.D,AC,Congo Lidar,C2,German Environment Ministry (BMU),0,0
6431,2010,10,C,4024,HP,Building capacity on sustainable financial planning for protected areas in Brazil,D5,"TNC, Brazilian Government",524377.9233,91952.41249
6432,2010,10,C,4028,NB,Communities and Coral Reefs: Managing for Resilience,H1,EU + MoE Japan ,623635.7967,436545.0577
6433,2010,10,C,4032,JJ,Wealth in Drylands,D4,,1602743.998,0
6434,2010,10,C,4033,CB,The MA e-learning portal,D4,,904271.9052,0
6435,2010,10,C,4034,JJ,Adapt-Live,D4,German Government,179275.7239,179275.7239
6436,2010,10,C,4057,MW,Sustainable Use Indicators for 2010 and Beyond,D4,"Shell, UNEP GEF",321039,0
6437,2010,10,C,4066,JJ,PEI Rapid ecosystem assessment tool,D4,UNDP-UNEP PEI,62363.57967,15590.89492
6438,2010,10,D,1000,JS,Contributions to PhD students,D8,,0,0
6439,2010,10,D,1005,CM,IPIECA: Modernise IMAPS facility,C2,IPIECA,0,0
6440,2010,10,D,01023.00.D,BB,World Heritage 2011,D5,IUCN,21161,21161
6441,2010,10,D,1026,NB,Future Food Security: Public _ Private Partnerships for Sustainable Open Ocean Mariculture,H1,,0,0
6442,2010,10,D,1040,HG,ShipStrikesMapper,D3,,0,0
6443,2010,10,D,1041,JS,Setting Biodiveristy Agenda with Martin Jenkins,D8,,0,0
6444,2010,10,D,1045.00.D,AR,Planning for Food security and Biodiversity conservation,D7,,0,0
6445,2010,10,D,01046.00.D,MBH,Ecoishare (GBIF),D6,GBIF,0,0
6446,2010,10,D,1053,CC,Partnership development with UNU-IAS,D5,UNU-IAS,7000,5000
6447,2010,10,D,1071,BD,Review of biofuels research and policy,D2,,0,0
6448,2010,10,D,1072,BD,Climate change and land use,D2,,0,0
6449,2010,10,D,1074,BD,REDD co-benefits network ,D2,(RCBN)/REDD co-benefits clearinghouse (RCBCH),0,0
6450,2010,10,D,1075,BD,Peatlands in the Arctic,D2,Potential collaboration with Shell,0,0
6451,2010,10,D,01088.00.D,AC,Citizen Science,C2,,0,0
6452,2010,10,D,01092.00.D,BD,UNEP-DTIE GBEP,D2,,0,0
6453,2010,10,D,01093.00.D,BD,DFID support for capacity building,D2,,0,0
6454,2010,10,D,01096.00.D,MW,ESPA Brazil,D4,"NERC, ESRC and DFID",0,0
6455,2010,10,D,01097.00.D,HP,UNEP Brazil Cooperation,D5,UNEP Brazil,0,0
6456,2010,10,D,01103.00.D,VK,Colombian mangroves GEF project,D2,UNEP GEF,0,0
6457,2010,10,D,01115.00.D,JS,ACE biomass,D2,"Leeds University, de Montfort University",0,0
6458,2010,10,D,01118.00.D,MW,Conservation in the Russian Arctic,D4,,0,0
6459,2010,10,D,01120.00.D,JS,Peer Review Consultation & Network,D8,CCI,0,0
6460,2010,10,D,01148.00.D,JJ,Collaboration with IIED,D4,IIED,0,0
6461,2010,10,D,01155.00.D,BD,Partner country multiple benefits,D2,GEF (Focal Area on REDD+ and SFM),0,0
6462,2010,10,D,01156.00.D,BD,Marie Curie Exchanges,D2,FP7,0,0
6463,2010,10,D,01157.00.D,BD,Global database for biodiversity and conservation priorities,D2,,0,0
6464,2010,10,D,01158.00.D,BD,Indicators for impacts of REDD on biodiversity,D2,DEFRA,0,0
6465,2010,10,D,01164.00.D,CE,UNCCD climate consultancy,D2,UNCCD,6236.357967,6236.357967
6466,2010,10,D,2178,MW,Drylands Watch,D4,UNCCD,59000,44250
6467,2010,10,D,2351,JDH,Biodiversity Yearbook,A6,"UNEP PCMU, UNEP DEWA",161348.1515,121011.1136
6468,2010,10,D,2391,LW,Seagrass Database,C2,University of New Hampshire,10000,7500
6469,2010,10,D,2529,MA,Satellite Imagery,C2,"WRI, National Geographic",0,0
6470,2010,10,D,2536,JDH,Scholarship scheme for UNEP-WCMC,A1,,0,0
6471,2010,10,D,2600,CDB,"Planning for Climate Change: The effects of climate change on protected area coverage of forest ecosystems
",D5,,34324,34324
6472,2010,10,D,2627,JMH,Reconciling KBAs & HVCFs & Gap Analysis,A1,Various inc TNC & CI,200000,200000
6473,2010,10,D,2660,MW,Methods for quantifying the level of threat of ecosystems,D4,,0,0
6474,2010,10,D,2661,CB,Mapping ecosystem services,D4,,0,0
6475,2010,10,D,2664,CDB,Methodologies and Tools for assessing the social impacts of protected areas,D5,GEF,0,0
6476,2010,10,D,2665,CDB,Extending the Protecting Carbon concept note for German Govt,D5,German Government,0,0
6477,2010,10,D,2672,CC,Measuring socio-economic indicators and impacts of marine protected areas,D5,University of Washington and FAO,0,0
6478,2010,10,D,2685,MW,Mapping the economic value of protected area tourism,D4,,0,0
6479,2010,10,D,2698,CM,ARCGIS Marine Emergency Demonstrator,C2,,0,0
6480,2010,10,D,2699,CC,Wet List,D5,IUCN,0,0
6481,2010,10,D,2706,CDB,Production of updated Global Forest Map,D5,,0,0
6482,2010,10,D,2707,CDB,Protected Areas and deforestation,D5,,0,0
6483,2010,10,D,2708,CDB,Protection of forest in Global Priority Areas,D5,,0,0
6484,2010,10,D,2709,CDB,Identifying Gold Standards for Carbon Protection,D5,,0,0
6485,2010,10,D,2713,CDB,Capacity development for regional biodiversity networks,D5,,0,0
6486,2010,10,D,2714,CDB,Systems level PA reporting tools,D5,,0,0
6487,2010,10,D,2715,CDB,Middle Eastern/North African Pas,D5,,0,0
6488,2010,10,D,2716,CDB,Ecosystem services associated with PAs,D5,,0,0
6489,2010,10,D,2717,CDB,Strengthening POWPA reporting,D5,,0,0
6490,2010,10,D,2722,GF,Interface to support CITES national reporting,D3,,0,0
6491,2010,10,D,2730,GF,Links to EC veterinary data,D3,EC,0,0
6492,2010,10,D,2732,CDB,Protected Areas and Climate Change,D5,,0,0
6493,2010,10,D,2740,CDB,Protected Areas Programme Website,D5,CBD Secretariat,35000,31500
6494,2010,10,D,2753,JMH,GEO-BON,A1,Diversitas,31181.78983,0
6495,2010,10,D,2768,CC,Integrating protected areas into wider land and seascapes,D5,,50000,0
6496,2010,10,D,4009,CC,Global review of marine protected areas of international significance,D5,"French MPA Agency, French Ministry of Environment",300000,0
